family,preprocessing,task,scenario,model,feature,mean_relative_frequency,n_seeds_total,n_seeds_with_feature,status
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B11_Terrisporobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B120_Mesorhizobium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B121_Ahrensia,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B126_Unclassified_Genus15,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B128_Alsobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B12_Pseudarthrobacter,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B130_Terrabacter,0.004,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B131_Limnobacter,0.006,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B132_Rhodobacter,0.0233333333333333,100,33,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B135_Tabrizicola,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B137_Unclassified_Genus17,0.012,100,16,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B138_Halioglobus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B13_Enhydrobacter,0.0253333333333333,100,34,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B140_Hymenobacter,0.006,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B141_Tamlana,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B142_Unclassified_Genus19,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B143_Unclassified_Genus20,0.0066666666666666,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B144_Seohaeicola,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B145_Flavihumibacter,0.0033333333333333,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B146_Gramella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B147_Novosphingobium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B148_Pedobacter,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B149_Owenweeksia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B14_Enterococcus,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B150_Pseudophaeobacter,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B151_Winogradskyella,0.0066666666666666,100,10,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B152_Rhizorhapis,0.0153333333333333,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B153_Woeseia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B155_Thermoactinomyces,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B158_Psychrobacter,0.0013333333333333,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B159_Comamonas,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B15_Exiguobacterium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B161_Eudoraea,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B162_Paraglaciecola,0.004,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B163_OM27_clade,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B164_Deinococcus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B167_Polynucleobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B168_Roseomonas,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B16_Anoxybacillus,0.0153333333333333,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B170_Ferruginibacter,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B171_Iamia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B175_Unclassified_Genus27,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B177_Ensifer,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B17_Duganella,0.01,100,12,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B180_Muriicola,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B181_Fusibacter,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B182_Persicitalea,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B183_Janthinobacterium,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B184_Unclassified_Genus29,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B185_Mycobacterium,0.0046666666666666,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B189_Candidatus_Symbiobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B18_Massilia,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B191_Sporacetigenium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B192_Roseobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B197_Leisingera,0.024,100,29,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B198_Porphyrobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B199_Methylophaga,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B19_Actinomyces,0.004,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B1_Streptococcus,0.01,100,14,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B200_Blastococcus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B201_Unclassified_Genus31,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B202_Paucibacter,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B206_Unclassified_Genus32,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B207_Confluentimicrobium,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B208_Celeribacter,0.0133333333333333,100,20,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B209_Pseudahrensia,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B210_Unclassified_Genus33,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B212_Thalassobius,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B213_Longivirga,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B214_Unclassified_Genus35,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B215_Unclassified_Genus36,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B216_Sphingorhabdus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B217_Unclassified_Genus37,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B219_Subsaxibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B21_Candidatus_Puniceispirillum,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B220_Roseiarcus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B221_Panacagrimonas,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B222_Alkanindiges,0.0133333333333333,100,20,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B226_Hoeflea,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B228_Bosea,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B229_Dokdonia,0.0086666666666666,100,13,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B22_Unclassified_Genus,0.0126666666666666,100,19,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B230_Micromonospora,0.0046666666666666,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B232_Arenimonas,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B234_Lachnoclostridium,0.0286666666666666,100,33,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B235_Fictibacillus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B236_Paenibacillus,0.0786666666666666,100,77,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B237_Acidothermus,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B239_Shinella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B23_Flavobacterium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B240_Unclassified_Genus40,0.0153333333333333,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B244_Cryobacterium,0.0126666666666666,100,17,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B245_Octadecabacter,0.0906666666666666,100,74,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B247_Fluviicola,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B249_Domibacillus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B24_Oleiphilus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B250_Pseudolabrys,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B251_Sedimentitalea,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B253_Unclassified_Genus42,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B255_Methylibium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B256_Unclassified_Genus43,0.0133333333333333,100,20,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B258_Ammoniphilus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B25_Methylobacterium_Methylorubrum,0.004,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B260_Unclassified_Genus44,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B261_Unclassified_Genus45,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B264_Aeromicrobium,0.0253333333333333,100,29,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B265_Porticoccus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B267_Unclassified_Genus48,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B268_Aminobacter,0.0066666666666666,100,10,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B26_Pseudomonas,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B271_Maricaulis,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B272_Streptomyces,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B275_Beijerinckia,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B279_Euzebyella,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B27_Rickettsiella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B282_Unclassified_Genus50,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B284_Unclassified_Genus51,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B285_Nordella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B288_Knoellia,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B28_Clostridium_sensu_stricto_12,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B290_Variovorax,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B291_Leptothrix,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B292_Paludibaculum,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B294_Turicibacter,0.0013333333333333,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B298_Aurantisolimonas,0.4866666666666666,100,100,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B29_Unclassified_Genus1,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B2_Gemella,0.0046666666666666,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B300_Nakamurella,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B301_Unclassified_Genus55,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B302_Reyranella,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B303_Aquibacter,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B304_Jannaschia,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B307_CL500_29_marine_group,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B308_Lactobacillus,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B309_Unclassified_Genus58,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B30_Yoonia_Loktanella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B310_Unclassified_Genus59,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B312_Methyloceanibacter,0.0279999999999999,100,38,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B313_Aliiglaciecola,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B314_Nitrospira,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B315_Ornithinibacter,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B316_Clostridium_sensu_stricto_9,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B317_Streptosporangium,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B318_Unclassified_Genus61,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B31_Acidovorax,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B321_Polycyclovorans,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B322_Defluviicoccus,0.002,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B323_Marinovum,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B324_Adhaeribacter,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B326_Unclassified_Genus64,0.006,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B327_Clavibacter,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B328_Unclassified_Genus65,0.0626666666666666,100,66,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B32_Rathayibacter,0.0233333333333333,100,30,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B330_Actibacterium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B334_Methylotenera,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B336_Hirschia,0.0066666666666666,100,10,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B337_Unclassified_Genus67,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B338_Geminicoccus,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B339_Williamsia,0.0113333333333333,100,17,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B33_Pelomonas,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B340_Unclassified_Genus68,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B341_Unclassified_Genus69,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B343_Rhodoferax,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B344_Algibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B345_Ellin6055,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B346_Unclassified_Genus70,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B347_Quadrisphaera,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B348_Unclassified_Genus71,0.032,100,41,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B34_Arenibacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B350_Unclassified_Genus72,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B354_Rubrivivax,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B355_Unclassified_Genus74,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B356_OLB12,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B357_Unclassified_Genus75,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B359_Phyllobacterium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B35_Nocardioides,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B362_Lysobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B365_Unclassified_Genus78,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B366_Blastocatella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B367_Neptunomonas,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B36_NS3a_marine_group,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B372_Spirosoma,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B373_Verrucosispora,0.006,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B376_Unclassified_Genus82,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B377_Albirhodobacter,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B378_Unclassified_Genus83,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B381_Unclassified_Genus84,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B382_Polymorphobacter,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B385_Unclassified_Genus86,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B386_Unclassified_Genus87,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,B38_Unclassified_Genus2,0.0006666666666666,100,1,complete_100_seeds
